VACUNA,ANIO,MES,PROVINCIA,RANGO_EDAD,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO,CANTIDAD,UBIGEO,ALFABETISMO,AGUA_POTABLE,DEMORA_CITA_horas,DEMORA_TRASLADO_horas
PENTA,2021,JUNIO,PADRE ABAD,<1_ANIO,226,6272,696098,65,250300,0.25,0.5,0.444,0.261
PENTA,2021,JUNIO,PURUS,<1_ANIO,19,3284,696098,8,250400,0.0,0.0,0.0,0.0
PENTA,2021,MARZO,ATALAYA,<1_ANIO,154,2501,1269741,98,250200,0.333,0.412,0.833,2.028
PENTA,2021,MARZO,CORONEL PORTILLO,<1_ANIO,1451,5794,1269741,530,250100,0.19,0.406,0.272,0.231
PENTA,2021,MARZO,PADRE ABAD,<1_ANIO,219,6272,1269741,106,250300,0.307,0.0,0.229,0.875
PENTA,2021,MARZO,PURUS,<1_ANIO,19,3284,1269741,7,250400,0.0,0.0,0.0,0.0
PENTA,2021,MAYO,ATALAYA,<1_ANIO,167,2501,694026,75,250200,0.31,0.0,0.083,0.083
PENTA,2021,MAYO,CORONEL PORTILLO,<1_ANIO,1482,5794,694026,430,250100,0.218,0.405,0.591,0.428
PENTA,2021,MAYO,PADRE ABAD,<1_ANIO,220,6272,694026,102,250300,0.188,0.385,0.292,0.104
PENTA,2021,MAYO,PURUS,<1_ANIO,19,3284,694026,2,250400,0.0,0.0,0.0,0.0
PENTA,2021,NOVIEMBRE,ATALAYA,<1_ANIO,192,2501,811749,74,250200,0.233,0.0,0.167,1.571
PENTA,2021,NOVIEMBRE,CORONEL PORTILLO,<1_ANIO,1506,5794,811749,488,250100,0.162,0.42,31.663,2.165
PENTA,2021,NOVIEMBRE,PADRE ABAD,<1_ANIO,241,6272,811749,79,250300,0.235,0.231,0.167,0.083
PENTA,2021,NOVIEMBRE,PURUS,<1_ANIO,22,3284,811749,6,250400,0.0,0.0,0.0,0.0
PENTA,2021,OCTUBRE,ATALAYA,<1_ANIO,186,2501,612818,36,250200,0.393,0.0,0.167,0.167
PENTA,2021,OCTUBRE,CORONEL PORTILLO,<1_ANIO,1449,5794,612818,421,250100,0.15,0.37,10.899,0.121
PENTA,2021,OCTUBRE,PADRE ABAD,<1_ANIO,240,6272,612818,83,250300,0.467,0.583,0.128,1.378
PENTA,2021,OCTUBRE,PURUS,<1_ANIO,19,3284,612818,2,250400,0.0,0.0,0.0,0.0
PENTA,2021,SETIEMBRE,ATALAYA,<1_ANIO,178,2501,681661,88,250200,0.278,0.0,0.0,0.0
PENTA,2021,SETIEMBRE,CORONEL PORTILLO,<1_ANIO,1488,5794,681661,512,250100,0.203,0.517,0.721,0.225
PENTA,2021,SETIEMBRE,PADRE ABAD,<1_ANIO,237,6272,681661,105,250300,0.247,0.281,0.442,0.331
PENTA,2021,SETIEMBRE,PURUS,<1_ANIO,19,3284,681661,6,250400,0.0,0.0,0.0,0.0
PENTA,2022,ABRIL,ATALAYA,<1_ANIO,194,2564,748576,80,250200,0.224,0.071,0.427,0.365
PENTA,2022,ABRIL,CORONEL PORTILLO,<1_ANIO,1604,5843,748576,527,250100,0.167,0.32,36.006,0.343
PENTA,2022,ABRIL,PADRE ABAD,<1_ANIO,244,6380,748576,108,250300,0.1,0.25,0.167,1.0
PENTA,2022,ABRIL,PURUS,<1_ANIO,22,3270,748576,9,250400,0.0,0.0,0.0,0.0
PENTA,2022,AGOSTO,ATALAYA,<1_ANIO,177,2564,779177,68,250200,0.198,0.387,0.0,0.0
PENTA,2022,AGOSTO,CORONEL PORTILLO,<1_ANIO,1507,5843,779177,520,250100,0.148,0.39,18.837,0.177
PENTA,2022,AGOSTO,PADRE ABAD,<1_ANIO,239,6380,779177,99,250300,0.277,0.425,0.226,0.19
PENTA,2022,AGOSTO,PURUS,<1_ANIO,21,3270,779177,8,250400,0.0,0.0,0.0,0.0
PENTA,2022,DICIEMBRE,ATALAYA,<1_ANIO,222,2564,996898,65,250200,0.196,0.0,0.438,0.25
PENTA,2022,DICIEMBRE,CORONEL PORTILLO,<1_ANIO,1698,5843,996898,439,250100,0.183,0.474,54.153,0.195
PENTA,2022,DICIEMBRE,PADRE ABAD,<1_ANIO,284,6380,996898,60,250300,0.24,0.0,0.352,0.104
PENTA,2022,DICIEMBRE,PURUS,<1_ANIO,25,3270,996898,0,250400,0.0,0.0,0.0,0.0
PENTA,2022,ENERO,ATALAYA,<1_ANIO,198,2564,684081,74,250200,0.255,0.0,0.392,5.008
PENTA,2022,ENERO,CORONEL PORTILLO,<1_ANIO,1527,5843,684081,552,250100,0.14,0.244,61.612,0.21
PENTA,2022,ENERO,PADRE ABAD,<1_ANIO,245,6380,684081,70,250300,0.318,0.5,0.25,0.139
PENTA,2022,ENERO,PURUS,<1_ANIO,20,3270,684081,1,250400,0.0,0.0,0.0,0.0
PENTA,2022,FEBRERO,ATALAYA,<1_ANIO,183,2564,910655,80,250200,0.167,0.124,0.0,0.0
PENTA,2022,FEBRERO,CORONEL PORTILLO,<1_ANIO,1576,5843,910655,528,250100,0.135,0.267,0.47,1.187
PENTA,2022,FEBRERO,PADRE ABAD,<1_ANIO,234,6380,910655,93,250300,0.216,0.143,0.3,0.717
PENTA,2022,FEBRERO,PURUS,<1_ANIO,21,3270,910655,7,250400,0.0,0.0,0.0,0.0
PENTA,2022,JULIO,ATALAYA,<1_ANIO,217,2564,1104057,68,250200,0.214,0.387,0.861,0.556
PENTA,2022,JULIO,CORONEL PORTILLO,<1_ANIO,1554,5843,1104057,502,250100,0.19,0.299,12.455,0.231
PENTA,2022,JULIO,PADRE ABAD,<1_ANIO,257,6380,1104057,99,250300,0.15,0.333,0.562,0.054
PENTA,2022,JULIO,PURUS,<1_ANIO,21,3270,1104057,12,250400,0.0,0.0,0.0,0.0
PENTA,2022,JUNIO,ATALAYA,<1_ANIO,209,2564,709615,67,250200,0.25,0.294,0.926,0.38
PENTA,2022,JUNIO,CORONEL PORTILLO,<1_ANIO,1558,5843,709615,470,250100,0.168,0.435,1.494,0.237
PENTA,2022,JUNIO,PADRE ABAD,<1_ANIO,250,6380,709615,97,250300,0.2,0.667,0.0,0.0
PENTA,2022,JUNIO,PURUS,<1_ANIO,21,3270,709615,6,250400,0.0,0.0,0.0,0.0
PENTA,2022,MARZO,ATALAYA,<1_ANIO,186,2564,784465,89,250200,0.135,0.294,0.25,1.25
PENTA,2022,MARZO,CORONEL PORTILLO,<1_ANIO,1603,5843,784465,573,250100,0.146,0.544,34.479,0.24
PENTA,2022,MARZO,PADRE ABAD,<1_ANIO,238,6380,784465,87,250300,0.205,0.0,0.111,0.222
PENTA,2022,MARZO,PURUS,<1_ANIO,21,3270,784465,4,250400,0.0,0.0,0.0,0.0
PENTA,2022,MAYO,ATALAYA,<1_ANIO,195,2564,760212,61,250200,0.291,0.074,0.55,0.55
PENTA,2022,MAYO,CORONEL PORTILLO,<1_ANIO,1565,5843,760212,533,250100,0.223,0.141,2.559,0.379
PENTA,2022,MAYO,PADRE ABAD,<1_ANIO,254,6380,760212,94,250300,0.236,0.163,27.777,0.625
PENTA,2022,MAYO,PURUS,<1_ANIO,24,3270,760212,5,250400,0.0,0.0,0.0,0.0
PENTA,2022,NOVIEMBRE,ATALAYA,<1_ANIO,222,2564,677800,97,250200,0.233,0.053,0.0,0.0
PENTA,2022,NOVIEMBRE,CORONEL PORTILLO,<1_ANIO,1698,5843,677800,546,250100,0.195,0.202,62.816,0.27
PENTA,2022,NOVIEMBRE,PADRE ABAD,<1_ANIO,284,6380,677800,83,250300,0.265,0.188,1.815,0.215
PENTA,2022,NOVIEMBRE,PURUS,<1_ANIO,25,3270,677800,5,250400,0.0,0.0,0.0,0.0
PENTA,2022,OCTUBRE,ATALAYA,<1_ANIO,222,2564,541898,90,250200,0.351,0.053,1.667,1.667
PENTA,2022,OCTUBRE,CORONEL PORTILLO,<1_ANIO,1698,5843,541898,503,250100,0.188,0.575,14.481,0.13
PENTA,2022,OCTUBRE,PADRE ABAD,<1_ANIO,284,6380,541898,94,250300,0.174,0.261,0.465,0.396
PENTA,2022,OCTUBRE,PURUS,<1_ANIO,25,3270,541898,5,250400,0.0,0.0,0.0,0.0
PENTA,2022,SETIEMBRE,ATALAYA,<1_ANIO,202,2564,694132,90,250200,0.236,0.5,4.841,0.197
PENTA,2022,SETIEMBRE,CORONEL PORTILLO,<1_ANIO,1556,5843,694132,479,250100,0.124,0.343,14.974,0.547
PENTA,2022,SETIEMBRE,PADRE ABAD,<1_ANIO,258,6380,694132,81,250300,0.395,0.267,0.281,0.233
PENTA,2022,SETIEMBRE,PURUS,<1_ANIO,21,3270,694132,3,250400,0.0,0.0,0.0,0.0
ROTA,2019,ABRIL,CORONEL PORTILLO,<1_ANIO,932,5690,998497,280,250100,0.233,0.527,1.254,0.251
ROTA,2019,ABRIL,PADRE ABAD,<1_ANIO,54,6037,998497,43,250300,0.056,0.667,0.5,0.375
ROTA,2019,AGOSTO,CORONEL PORTILLO,<1_ANIO,884,5690,3650033,173,250100,0.161,0.292,6.27,0.216
ROTA,2019,AGOSTO,PADRE ABAD,<1_ANIO,49,6037,3650033,39,250300,0.219,0.667,0.31,0.119
ROTA,2019,DICIEMBRE,CORONEL PORTILLO,<1_ANIO,887,5690,1953340,226,250100,0.186,0.537,38.927,0.23
ROTA,2019,DICIEMBRE,PADRE ABAD,<1_ANIO,50,6037,1953340,40,250300,0.208,0.333,0.42,0.193
ROTA,2019,ENERO,CORONEL PORTILLO,<1_ANIO,878,5690,924269,252,250100,0.134,0.579,1.463,0.288
ROTA,2019,ENERO,PADRE ABAD,<1_ANIO,46,6037,924269,29,250300,0.263,0.145,0.311,0.25
ROTA,2019,FEBRERO,CORONEL PORTILLO,<1_ANIO,825,5690,1000320,244,250100,0.139,0.212,13.657,0.247
ROTA,2019,FEBRERO,PADRE ABAD,<1_ANIO,46,6037,1000320,31,250300,0.254,0.0,0.288,0.053
ROTA,2019,JULIO,CORONEL PORTILLO,<1_ANIO,932,5690,1352080,198,250100,0.19,0.433,29.353,0.341
ROTA,2019,JULIO,PADRE ABAD,<1_ANIO,54,6037,1352080,29,250300,0.394,0.304,0.167,0.083
ROTA,2019,JUNIO,CORONEL PORTILLO,<1_ANIO,889,5690,1235133,284,250100,0.229,0.376,3.274,0.161
ROTA,2019,JUNIO,PADRE ABAD,<1_ANIO,48,6037,1235133,50,250300,0.143,0.5,0.905,0.274
ROTA,2019,MARZO,CORONEL PORTILLO,<1_ANIO,932,5690,1003216,287,250100,0.222,0.214,5.727,0.415
ROTA,2019,MARZO,PADRE ABAD,<1_ANIO,54,6037,1003216,31,250300,0.364,0.056,0.358,0.762
ROTA,2019,MAYO,CORONEL PORTILLO,<1_ANIO,881,5690,1030125,280,250100,0.24,0.439,39.428,0.273
ROTA,2019,MAYO,PADRE ABAD,<1_ANIO,52,6037,1030125,42,250300,0.212,0.27,1.58,0.291
ROTA,2019,NOVIEMBRE,CORONEL PORTILLO,<1_ANIO,886,5690,1813790,241,250100,0.26,0.31,14.911,0.287
ROTA,2019,NOVIEMBRE,PADRE ABAD,<1_ANIO,50,6037,1813790,44,250300,0.091,0.5,1.278,0.133
ROTA,2019,OCTUBRE,CORONEL PORTILLO,<1_ANIO,932,5690,619318,232,250100,0.19,0.5,22.11,0.262
ROTA,2019,OCTUBRE,PADRE ABAD,<1_ANIO,54,6037,619318,36,250300,0.296,0.176,0.331,0.232
ROTA,2019,SETIEMBRE,CORONEL PORTILLO,<1_ANIO,892,5690,85800,280,250100,0.118,0.488,50.979,0.239
ROTA,2019,SETIEMBRE,PADRE ABAD,<1_ANIO,51,6037,85800,46,250300,0.154,0.5,0.528,0.133
ROTA,2020,ABRIL,ATALAYA,<1_ANIO,136,2435,815151,14,250200,0.314,0.75,0.0,0.0
ROTA,2020,ABRIL,CORONEL PORTILLO,<1_ANIO,1248,5742,815151,45,250100,0.278,0.348,0.0,0.0
ROTA,2020,ABRIL,PADRE ABAD,<1_ANIO,178,6159,815151,9,250300,0.336,0.115,0.0,0.0
ROTA,2020,ABRIL,PURUS,<1_ANIO,18,3284,815151,3,250400,0.0,0.0,0.0,0.0
ROTA,2020,AGOSTO,ATALAYA,<1_ANIO,146,2435,725676,34,250200,0.615,0.0,0.0,0.0
ROTA,2020,AGOSTO,CORONEL PORTILLO,<1_ANIO,1379,5742,725676,633,250100,0.287,0.25,0.0,0.0
ROTA,2020,AGOSTO,PADRE ABAD,<1_ANIO,209,6159,725676,72,250300,0.416,0.163,0.0,0.0
ROTA,2020,AGOSTO,PURUS,<1_ANIO,17,3284,725676,5,250400,0.636,0.0,0.0,0.0
ROTA,2020,DICIEMBRE,ATALAYA,<1_ANIO,172,2435,161316,70,250200,0.25,0.0,0.117,0.389
ROTA,2020,DICIEMBRE,CORONEL PORTILLO,<1_ANIO,1423,5742,161316,498,250100,0.173,0.577,1.657,0.349
ROTA,2020,DICIEMBRE,PADRE ABAD,<1_ANIO,218,6159,161316,104,250300,0.306,0.381,0.631,0.124
ROTA,2020,DICIEMBRE,PURUS,<1_ANIO,17,3284,161316,6,250400,0.0,0.0,0.0,0.0
ROTA,2020,ENERO,ATALAYA,<1_ANIO,129,2435,777891,74,250200,0.13,0.556,0.56,0.06
ROTA,2020,ENERO,CORONEL PORTILLO,<1_ANIO,1239,5742,777891,560,250100,0.143,0.411,7.049,0.269
ROTA,2020,ENERO,PADRE ABAD,<1_ANIO,183,6159,777891,111,250300,0.277,0.302,2.883,0.29
ROTA,2020,ENERO,PURUS,<1_ANIO,17,3284,777891,3,250400,0.0,0.0,0.0,0.0
ROTA,2020,FEBRERO,ATALAYA,<1_ANIO,130,2435,761802,66,250200,0.128,0.444,0.41,0.153
ROTA,2020,FEBRERO,CORONEL PORTILLO,<1_ANIO,1248,5742,761802,477,250100,0.176,0.516,23.346,0.212
ROTA,2020,FEBRERO,PADRE ABAD,<1_ANIO,185,6159,761802,92,250300,0.378,0.179,0.635,0.181
ROTA,2020,FEBRERO,PURUS,<1_ANIO,17,3284,761802,8,250400,0.31,0.0,0.125,0.083
ROTA,2020,JULIO,ATALAYA,<1_ANIO,129,2435,804264,31,250200,0.385,0.333,0.0,0.0
ROTA,2020,JULIO,CORONEL PORTILLO,<1_ANIO,1239,5742,804264,377,250100,0.295,0.294,0.0,0.0
ROTA,2020,JULIO,PADRE ABAD,<1_ANIO,183,6159,804264,65,250300,0.542,0.125,0.0,0.0
ROTA,2020,JULIO,PURUS,<1_ANIO,17,3284,804264,2,250400,0.0,0.0,0.0,0.0
ROTA,2020,JUNIO,ATALAYA,<1_ANIO,135,2435,718822,20,250200,0.619,0.111,0.0,0.0
ROTA,2020,JUNIO,CORONEL PORTILLO,<1_ANIO,1296,5742,718822,273,250100,0.323,0.242,0.0,0.0
ROTA,2020,JUNIO,PADRE ABAD,<1_ANIO,195,6159,718822,21,250300,0.506,0.095,0.0,0.0
ROTA,2020,JUNIO,PURUS,<1_ANIO,17,3284,718822,2,250400,0.0,0.0,0.0,0.0
ROTA,2020,MARZO,ATALAYA,<1_ANIO,131,2435,751336,29,250200,0.143,0.207,6.988,0.119
ROTA,2020,MARZO,CORONEL PORTILLO,<1_ANIO,1256,5742,751336,322,250100,0.27,0.342,2.805,0.371
ROTA,2020,MARZO,PADRE ABAD,<1_ANIO,184,6159,751336,67,250300,0.262,0.222,0.583,1.677
ROTA,2020,MARZO,PURUS,<1_ANIO,17,3284,751336,6,250400,0.0,0.0,0.0,0.0
ROTA,2020,MAYO,ATALAYA,<1_ANIO,132,2435,710703,41,250200,0.552,0.0,0.0,0.0
ROTA,2020,MAYO,CORONEL PORTILLO,<1_ANIO,1295,5742,710703,79,250100,0.338,0.431,0.0,0.0
ROTA,2020,MAYO,PADRE ABAD,<1_ANIO,191,6159,710703,11,250300,0.593,0.105,0.0,0.0
ROTA,2020,MAYO,PURUS,<1_ANIO,18,3284,710703,6,250400,0.0,0.0,0.0,0.0
ROTA,2020,NOVIEMBRE,ATALAYA,<1_ANIO,172,2435,1348304,79,250200,0.286,0.152,0.218,0.152
ROTA,2020,NOVIEMBRE,CORONEL PORTILLO,<1_ANIO,1401,5742,1348304,560,250100,0.208,0.384,0.903,0.619
ROTA,2020,NOVIEMBRE,PADRE ABAD,<1_ANIO,215,6159,1348304,79,250300,0.091,0.275,0.0,0.0
ROTA,2020,NOVIEMBRE,PURUS,<1_ANIO,17,3284,1348304,4,250400,0.0,0.0,0.0,0.0
ROTA,2020,OCTUBRE,ATALAYA,<1_ANIO,175,2435,858754,67,250200,0.302,0.0,0.506,0.094
ROTA,2020,OCTUBRE,CORONEL PORTILLO,<1_ANIO,1409,5742,858754,584,250100,0.173,0.471,6.635,0.26
ROTA,2020,OCTUBRE,PADRE ABAD,<1_ANIO,229,6159,858754,108,250300,0.358,0.275,0.193,0.689
ROTA,2020,OCTUBRE,PURUS,<1_ANIO,17,3284,858754,7,250400,0.0,0.0,0.0,0.0
ROTA,2020,SETIEMBRE,ATALAYA,<1_ANIO,146,2435,749638,68,250200,0.352,0.107,0.26,0.315
ROTA,2020,SETIEMBRE,CORONEL PORTILLO,<1_ANIO,1379,5742,749638,760,250100,0.148,0.47,14.216,0.433
ROTA,2020,SETIEMBRE,PADRE ABAD,<1_ANIO,209,6159,749638,114,250300,0.318,0.5,41.0,0.861
ROTA,2020,SETIEMBRE,PURUS,<1_ANIO,17,3284,749638,2,250400,0.0,0.0,0.0,0.0
ROTA,2021,ABRIL,ATALAYA,<1_ANIO,166,2501,268268,75,250200,0.129,0.0,0.25,0.083
ROTA,2021,ABRIL,CORONEL PORTILLO,<1_ANIO,1481,5794,268268,441,250100,0.203,0.354,29.008,0.175
ROTA,2021,ABRIL,PADRE ABAD,<1_ANIO,248,6272,268268,84,250300,0.25,0.0,0.222,1.139
ROTA,2021,ABRIL,PURUS,<1_ANIO,19,3284,268268,0,250400,0.0,0.0,0.0,0.0
ROTA,2021,AGOSTO,ATALAYA,<1_ANIO,179,2501,629819,97,250200,0.198,0.167,2.968,1.052
ROTA,2021,AGOSTO,CORONEL PORTILLO,<1_ANIO,1500,5794,629819,570,250100,0.192,0.302,8.156,0.236
ROTA,2021,AGOSTO,PADRE ABAD,<1_ANIO,239,6272,629819,107,250300,0.317,0.067,0.167,0.125
ROTA,2021,AGOSTO,PURUS,<1_ANIO,19,3284,629819,4,250400,0.0,0.0,0.0,0.0
ROTA,2021,DICIEMBRE,ATALAYA,<1_ANIO,194,2501,486866,43,250200,0.303,0.067,0.292,0.083
ROTA,2021,DICIEMBRE,CORONEL PORTILLO,<1_ANIO,1512,5794,486866,327,250100,0.166,0.458,10.208,0.283
ROTA,2021,DICIEMBRE,PADRE ABAD,<1_ANIO,244,6272,486866,70,250300,0.3,0.419,0.306,0.217
ROTA,2021,DICIEMBRE,PURUS,<1_ANIO,21,3284,486866,6,250400,0.0,0.0,0.0,0.0
ROTA,2021,ENERO,ATALAYA,<1_ANIO,182,2501,822309,58,250200,0.35,0.0,0.167,0.333
ROTA,2021,ENERO,CORONEL PORTILLO,<1_ANIO,1425,5794,822309,514,250100,0.167,0.413,4.208,0.158
ROTA,2021,ENERO,PADRE ABAD,<1_ANIO,205,6272,822309,120,250300,0.28,0.185,0.167,0.083
ROTA,2021,ENERO,PURUS,<1_ANIO,18,3284,822309,4,250400,0.0,0.0,0.0,0.0
ROTA,2021,FEBRERO,ATALAYA,<1_ANIO,166,2501,677118,73,250200,0.167,0.0,0.0,0.0
ROTA,2021,FEBRERO,CORONEL PORTILLO,<1_ANIO,1427,5794,677118,451,250100,0.168,0.193,0.454,0.652
ROTA,2021,FEBRERO,PADRE ABAD,<1_ANIO,217,6272,677118,70,250300,0.256,0.345,0.303,0.909
ROTA,2021,FEBRERO,PURUS,<1_ANIO,19,3284,677118,3,250400,0.0,0.0,0.0,0.0
ROTA,2021,JULIO,ATALAYA,<1_ANIO,172,2501,647735,85,250200,0.342,0.0,0.75,0.167
ROTA,2021,JULIO,CORONEL PORTILLO,<1_ANIO,1482,5794,647735,568,250100,0.228,0.34,5.031,0.336
ROTA,2021,JULIO,PADRE ABAD,<1_ANIO,228,6272,647735,112,250300,0.259,0.857,0.278,0.222
ROTA,2021,JULIO,PURUS,<1_ANIO,19,3284,647735,4,250400,0.0,0.0,0.0,0.0
ROTA,2021,JUNIO,ATALAYA,<1_ANIO,172,2501,696098,95,250200,0.208,0.059,0.375,1.75
ROTA,2021,JUNIO,CORONEL PORTILLO,<1_ANIO,1481,5794,696098,438,250100,0.154,0.635,2.536,0.219
ROTA,2021,JUNIO,PADRE ABAD,<1_ANIO,226,6272,696098,84,250300,0.25,0.5,0.444,0.261
ROTA,2021,JUNIO,PURUS,<1_ANIO,19,3284,696098,10,250400,0.0,0.0,0.0,0.0
ROTA,2021,MARZO,ATALAYA,<1_ANIO,154,2501,1269741,103,250200,0.333,0.412,0.833,2.028
ROTA,2021,MARZO,CORONEL PORTILLO,<1_ANIO,1451,5794,1269741,491,250100,0.19,0.406,0.272,0.231
ROTA,2021,MARZO,PADRE ABAD,<1_ANIO,219,6272,1269741,112,250300,0.307,0.0,0.229,0.875
ROTA,2021,MARZO,PURUS,<1_ANIO,19,3284,1269741,8,250400,0.0,0.0,0.0,0.0
ROTA,2021,MAYO,ATALAYA,<1_ANIO,167,2501,694026,78,250200,0.31,0.0,0.083,0.083
ROTA,2021,MAYO,CORONEL PORTILLO,<1_ANIO,1482,5794,694026,447,250100,0.218,0.405,0.591,0.428
ROTA,2021,MAYO,PADRE ABAD,<1_ANIO,220,6272,694026,95,250300,0.188,0.385,0.292,0.104
ROTA,2021,MAYO,PURUS,<1_ANIO,19,3284,694026,9,250400,0.0,0.0,0.0,0.0
ROTA,2021,NOVIEMBRE,ATALAYA,<1_ANIO,192,2501,811749,79,250200,0.233,0.0,0.167,1.571
ROTA,2021,NOVIEMBRE,CORONEL PORTILLO,<1_ANIO,1506,5794,811749,539,250100,0.162,0.42,31.663,2.165
ROTA,2021,NOVIEMBRE,PADRE ABAD,<1_ANIO,241,6272,811749,108,250300,0.235,0.231,0.167,0.083
ROTA,2021,NOVIEMBRE,PURUS,<1_ANIO,22,3284,811749,5,250400,0.0,0.0,0.0,0.0
ROTA,2021,OCTUBRE,ATALAYA,<1_ANIO,186,2501,612818,49,250200,0.393,0.0,0.167,0.167
ROTA,2021,OCTUBRE,CORONEL PORTILLO,<1_ANIO,1449,5794,612818,457,250100,0.15,0.37,10.899,0.121
ROTA,2021,OCTUBRE,PADRE ABAD,<1_ANIO,240,6272,612818,79,250300,0.467,0.583,0.128,1.378
ROTA,2021,OCTUBRE,PURUS,<1_ANIO,19,3284,612818,1,250400,0.0,0.0,0.0,0.0
ROTA,2021,SETIEMBRE,ATALAYA,<1_ANIO,178,2501,681661,83,250200,0.278,0.0,0.0,0.0
ROTA,2021,SETIEMBRE,CORONEL PORTILLO,<1_ANIO,1488,5794,681661,550,250100,0.203,0.517,0.721,0.225
ROTA,2021,SETIEMBRE,PADRE ABAD,<1_ANIO,237,6272,681661,106,250300,0.247,0.281,0.442,0.331
ROTA,2021,SETIEMBRE,PURUS,<1_ANIO,19,3284,681661,4,250400,0.0,0.0,0.0,0.0
ROTA,2022,ABRIL,ATALAYA,<1_ANIO,194,2564,748576,83,250200,0.224,0.071,0.427,0.365
ROTA,2022,ABRIL,CORONEL PORTILLO,<1_ANIO,1604,5843,748576,361,250100,0.167,0.32,36.006,0.343
ROTA,2022,ABRIL,PADRE ABAD,<1_ANIO,244,6380,748576,87,250300,0.1,0.25,0.167,1.0
ROTA,2022,ABRIL,PURUS,<1_ANIO,22,3270,748576,8,250400,0.0,0.0,0.0,0.0
ROTA,2022,AGOSTO,ATALAYA,<1_ANIO,177,2564,779177,72,250200,0.198,0.387,0.0,0.0
ROTA,2022,AGOSTO,CORONEL PORTILLO,<1_ANIO,1507,5843,779177,570,250100,0.148,0.39,18.837,0.177
ROTA,2022,AGOSTO,PADRE ABAD,<1_ANIO,239,6380,779177,93,250300,0.277,0.425,0.226,0.19
ROTA,2022,AGOSTO,PURUS,<1_ANIO,21,3270,779177,7,250400,0.0,0.0,0.0,0.0
ROTA,2022,DICIEMBRE,ATALAYA,<1_ANIO,222,2564,996898,53,250200,0.196,0.0,0.438,0.25
ROTA,2022,DICIEMBRE,CORONEL PORTILLO,<1_ANIO,1698,5843,996898,436,250100,0.183,0.474,54.153,0.195
ROTA,2022,DICIEMBRE,PADRE ABAD,<1_ANIO,284,6380,996898,94,250300,0.24,0.0,0.352,0.104
ROTA,2022,DICIEMBRE,PURUS,<1_ANIO,25,3270,996898,0,250400,0.0,0.0,0.0,0.0
ROTA,2022,ENERO,ATALAYA,<1_ANIO,198,2564,684081,71,250200,0.255,0.0,0.392,5.008
ROTA,2022,ENERO,CORONEL PORTILLO,<1_ANIO,1527,5843,684081,623,250100,0.14,0.244,61.612,0.21
ROTA,2022,ENERO,PADRE ABAD,<1_ANIO,245,6380,684081,97,250300,0.318,0.5,0.25,0.139
ROTA,2022,ENERO,PURUS,<1_ANIO,20,3270,684081,5,250400,0.0,0.0,0.0,0.0
ROTA,2022,FEBRERO,ATALAYA,<1_ANIO,183,2564,910655,86,250200,0.167,0.124,0.0,0.0
ROTA,2022,FEBRERO,CORONEL PORTILLO,<1_ANIO,1576,5843,910655,610,250100,0.135,0.267,0.47,1.187
ROTA,2022,FEBRERO,PADRE ABAD,<1_ANIO,234,6380,910655,112,250300,0.216,0.143,0.3,0.717
ROTA,2022,FEBRERO,PURUS,<1_ANIO,21,3270,910655,14,250400,0.0,0.0,0.0,0.0
ROTA,2022,JULIO,ATALAYA,<1_ANIO,217,2564,1104057,75,250200,0.214,0.387,0.861,0.556
ROTA,2022,JULIO,CORONEL PORTILLO,<1_ANIO,1554,5843,1104057,552,250100,0.19,0.299,12.455,0.231
ROTA,2022,JULIO,PADRE ABAD,<1_ANIO,257,6380,1104057,132,250300,0.15,0.333,0.562,0.054
ROTA,2022,JULIO,PURUS,<1_ANIO,21,3270,1104057,4,250400,0.0,0.0,0.0,0.0
ROTA,2022,JUNIO,ATALAYA,<1_ANIO,209,2564,709615,70,250200,0.25,0.294,0.926,0.38
ROTA,2022,JUNIO,CORONEL PORTILLO,<1_ANIO,1558,5843,709615,451,250100,0.168,0.435,1.494,0.237
ROTA,2022,JUNIO,PADRE ABAD,<1_ANIO,250,6380,709615,126,250300,0.2,0.667,0.0,0.0
ROTA,2022,JUNIO,PURUS,<1_ANIO,21,3270,709615,12,250400,0.0,0.0,0.0,0.0
ROTA,2022,MARZO,ATALAYA,<1_ANIO,186,2564,784465,89,250200,0.135,0.294,0.25,1.25
ROTA,2022,MARZO,CORONEL PORTILLO,<1_ANIO,1603,5843,784465,563,250100,0.146,0.544,34.479,0.24
ROTA,2022,MARZO,PADRE ABAD,<1_ANIO,238,6380,784465,100,250300,0.205,0.0,0.111,0.222
ROTA,2022,MARZO,PURUS,<1_ANIO,21,3270,784465,3,250400,0.0,0.0,0.0,0.0
ROTA,2022,MAYO,ATALAYA,<1_ANIO,195,2564,760212,76,250200,0.291,0.074,0.55,0.55
ROTA,2022,MAYO,CORONEL PORTILLO,<1_ANIO,1565,5843,760212,681,250100,0.223,0.141,2.559,0.379
ROTA,2022,MAYO,PADRE ABAD,<1_ANIO,254,6380,760212,124,250300,0.236,0.163,27.777,0.625
ROTA,2022,MAYO,PURUS,<1_ANIO,24,3270,760212,10,250400,0.0,0.0,0.0,0.0
ROTA,2022,NOVIEMBRE,ATALAYA,<1_ANIO,222,2564,677800,107,250200,0.233,0.053,0.0,0.0
ROTA,2022,NOVIEMBRE,CORONEL PORTILLO,<1_ANIO,1698,5843,677800,500,250100,0.195,0.202,62.816,0.27
