CENTRO_SALUD,ANIO,DEPARTAMENTO,RANGO_EDAD,EFERMERDAD,MES,COBERTURA,CANTIDAD,PROVINCIA,DISTRITO,RED,MICRORRED,DESCRIPCION_ESTABLECIMIENTO,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,PENTA,MARZO,0,0,,,,,,,,1003216
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,PENTA,MAYO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1030125
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,PENTA,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1813790
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,PENTA,OCTUBRE,0,0,,,,,,,,619318
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,PENTA,SETIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,85800
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,ABRIL,0,0,,,,,,,,998497
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,3650033
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,DICIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1953340
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,1,115625,924269
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,1,115625,1000320
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,JULIO,0,0,,,,,,,,1352080
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,JUNIO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1235133
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,MARZO,0,0,,,,,,,,1003216
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,MAYO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1030125
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1813790
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,OCTUBRE,0,0,,,,,,,,619318
SANIDAD AEREA,2019,UCAYALI,<1_ANIO,ROTA,SETIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,85800
SANIDAD AEREA,2019,UCAYALI,RN,BCG,ABRIL,0,0,,,,,,,,998497
SANIDAD AEREA,2019,UCAYALI,RN,BCG,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,3650033
SANIDAD AEREA,2019,UCAYALI,RN,BCG,DICIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1953340
SANIDAD AEREA,2019,UCAYALI,RN,BCG,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,1,115625,924269
SANIDAD AEREA,2019,UCAYALI,RN,BCG,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,1,115625,1000320
SANIDAD AEREA,2019,UCAYALI,RN,BCG,JULIO,0,0,,,,,,,,1352080
SANIDAD AEREA,2019,UCAYALI,RN,BCG,JUNIO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1235133
SANIDAD AEREA,2019,UCAYALI,RN,BCG,MARZO,0,0,,,,,,,,1003216
SANIDAD AEREA,2019,UCAYALI,RN,BCG,MAYO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1030125
SANIDAD AEREA,2019,UCAYALI,RN,BCG,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1813790
SANIDAD AEREA,2019,UCAYALI,RN,BCG,OCTUBRE,0,0,,,,,,,,619318
SANIDAD AEREA,2019,UCAYALI,RN,BCG,SETIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,85800
SANIDAD AEREA,2019,UCAYALI,RN,HVB,ABRIL,0,0,,,,,,,,998497
SANIDAD AEREA,2019,UCAYALI,RN,HVB,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,3650033
SANIDAD AEREA,2019,UCAYALI,RN,HVB,DICIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1953340
SANIDAD AEREA,2019,UCAYALI,RN,HVB,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,1,115625,924269
SANIDAD AEREA,2019,UCAYALI,RN,HVB,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,1,115625,1000320
SANIDAD AEREA,2019,UCAYALI,RN,HVB,JULIO,0,0,,,,,,,,1352080
SANIDAD AEREA,2019,UCAYALI,RN,HVB,JUNIO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1235133
SANIDAD AEREA,2019,UCAYALI,RN,HVB,MARZO,0,0,,,,,,,,1003216
SANIDAD AEREA,2019,UCAYALI,RN,HVB,MAYO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1030125
SANIDAD AEREA,2019,UCAYALI,RN,HVB,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,1813790
SANIDAD AEREA,2019,UCAYALI,RN,HVB,OCTUBRE,0,0,,,,,,,,619318
SANIDAD AEREA,2019,UCAYALI,RN,HVB,SETIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,SANIDAD AEREA,2,115625,85800
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,ABRIL,4.3478260869565215,20,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,DICIEMBRE,0.6521739130434783,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,ENERO,6.304347826086956,29,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,21,115625,924269
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,FEBRERO,13.043478260869565,60,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,18,115625,1000320
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,JULIO,0,0,,,,,,,,1352080
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,JUNIO,0.21739130434782608,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1235133
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,MARZO,11.956521739130435,55,,,,,,,,1003216
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,MAYO,2.608695652173913,12,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1030125
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,NOVIEMBRE,2.608695652173913,12,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1813790
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,OCTUBRE,0.21739130434782608,1,,,,,,,,619318
CENTRO AMERICA,2019,UCAYALI,1_ANIO,AMA,SETIEMBRE,9.782608695652174,45,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,22,115625,85800
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,ABRIL,4.565217391304348,21,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,AGOSTO,0.43478260869565216,2,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,DICIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,ENERO,4.565217391304348,21,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,21,115625,924269
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,FEBRERO,3.4782608695652173,16,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,18,115625,1000320
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,JULIO,0.21739130434782608,1,,,,,,,,1352080
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,JUNIO,4.130434782608695,19,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1235133
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,MARZO,4.130434782608695,19,,,,,,,,1003216
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,MAYO,4.130434782608695,19,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1030125
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1813790
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,OCTUBRE,0.43478260869565216,2,,,,,,,,619318
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APO_REF,SETIEMBRE,2.608695652173913,12,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,22,115625,85800
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,ABRIL,4.782608695652174,22,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,DICIEMBRE,0.6521739130434783,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,ENERO,4.3478260869565215,20,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,21,115625,924269
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,FEBRERO,3.6956521739130435,17,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,18,115625,1000320
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,JULIO,0,0,,,,,,,,1352080
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,JUNIO,5,23,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1235133
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,MARZO,4.130434782608695,19,,,,,,,,1003216
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,MAYO,5.217391304347826,24,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1030125
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,NOVIEMBRE,2.1739130434782608,10,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1813790
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,OCTUBRE,2.8260869565217392,13,,,,,,,,619318
CENTRO AMERICA,2019,UCAYALI,1_ANIO,APT,SETIEMBRE,2.8260869565217392,13,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,22,115625,85800
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,ABRIL,6.086956521739131,28,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,DICIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,ENERO,8.478260869565217,39,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,21,115625,924269
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,FEBRERO,5.217391304347826,24,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,18,115625,1000320
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,JULIO,0.21739130434782608,1,,,,,,,,1352080
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,JUNIO,5,23,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1235133
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,MARZO,5.434782608695652,25,,,,,,,,1003216
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,MAYO,5.6521739130434785,26,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1030125
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1813790
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,OCTUBRE,2.1739130434782608,10,,,,,,,,619318
CENTRO AMERICA,2019,UCAYALI,1_ANIO,NEUMO,SETIEMBRE,3.4782608695652173,16,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,22,115625,85800
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,ABRIL,4.565217391304348,21,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,DICIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,ENERO,4.3478260869565215,20,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,21,115625,924269
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,FEBRERO,3.9130434782608696,18,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,18,115625,1000320
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,JULIO,0.21739130434782608,1,,,,,,,,1352080
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,JUNIO,2.391304347826087,11,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1235133
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,MARZO,4.130434782608695,19,,,,,,,,1003216
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,MAYO,3.0434782608695654,14,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1030125
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,NOVIEMBRE,0.6521739130434783,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1813790
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,OCTUBRE,0.21739130434782608,1,,,,,,,,619318
CENTRO AMERICA,2019,UCAYALI,1_ANIO,SPR,SETIEMBRE,1.5217391304347827,7,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,22,115625,85800
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,ABRIL,13.91304347826087,64,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,AGOSTO,0.6521739130434783,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,DICIEMBRE,2.8260869565217392,13,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,ENERO,6.086956521739131,28,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,21,115625,924269
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,FEBRERO,12.608695652173912,58,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,18,115625,1000320
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,JULIO,2.1739130434782608,10,,,,,,,,1352080
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,JUNIO,8.043478260869565,37,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1235133
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,MARZO,13.043478260869565,60,,,,,,,,1003216
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,MAYO,10.869565217391305,50,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1030125
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,NOVIEMBRE,3.6956521739130435,17,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1813790
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,OCTUBRE,7.608695652173913,35,,,,,,,,619318
CENTRO AMERICA,2019,UCAYALI,1_ANIO,VARI,SETIEMBRE,7.608695652173913,35,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,22,115625,85800
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,ABRIL,0,0,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,DICIEMBRE,1.5296367112810707,8,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,21,115625,924269
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,18,115625,1000320
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,JULIO,2.1032504780114722,11,,,,,,,,1352080
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,JUNIO,1.147227533460803,6,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1235133
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,MARZO,0,0,,,,,,,,1003216
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,MAYO,1.9120458891013383,10,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1030125
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,NOVIEMBRE,1.338432122370937,7,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1813790
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,OCTUBRE,9.369024856596559,49,,,,,,,,619318
CENTRO AMERICA,2019,UCAYALI,2_ANIOS,INFLUENZA,SETIEMBRE,9.369024856596559,49,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,22,115625,85800
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,ABRIL,50,11,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,DICIEMBRE,22.727272727272727,5,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,21,115625,924269
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,18,115625,1000320
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,JULIO,0,0,,,,,,,,1352080
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,JUNIO,4.545454545454546,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1235133
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,MARZO,4.545454545454546,1,,,,,,,,1003216
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,MAYO,63.63636363636363,14,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1030125
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,NOVIEMBRE,50,11,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1813790
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,OCTUBRE,559.0909090909091,123,,,,,,,,619318
CENTRO AMERICA,2019,UCAYALI,3_ANIOS,INFLUENZA,SETIEMBRE,495.45454545454544,109,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,22,115625,85800
CENTRO AMERICA,2019,UCAYALI,4_ANIOS,APO2,ABRIL,26,8.977035490605427,,,,,,,,998497
CENTRO AMERICA,2019,UCAYALI,4_ANIOS,APO2,AGOSTO,25,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,3650033
CENTRO AMERICA,2019,UCAYALI,4_ANIOS,APO2,DICIEMBRE,162,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,CENTRO AMERICA,23,115625,1953340
