CENTRO_SALUD,ANIO,DEPARTAMENTO,RANGO_EDAD,EFERMERDAD,MES,COBERTURA,CANTIDAD,PROVINCIA,DISTRITO,RED,MICRORRED,DESCRIPCION_ESTABLECIMIENTO,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO
SARITA COLONIA,2019,UCAYALI,RN,BCG,OCTUBRE,0,0,,,,,,,,619318
SARITA COLONIA,2019,UCAYALI,RN,BCG,SETIEMBRE,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,3,19029,85800
SARITA COLONIA,2019,UCAYALI,RN,HVB,ABRIL,0,0,,,,,,,,998497
SARITA COLONIA,2019,UCAYALI,RN,HVB,AGOSTO,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,2,19029,3650033
SARITA COLONIA,2019,UCAYALI,RN,HVB,DICIEMBRE,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,3,19029,1953340
SARITA COLONIA,2019,UCAYALI,RN,HVB,ENERO,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,2,19029,924269
SARITA COLONIA,2019,UCAYALI,RN,HVB,FEBRERO,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,2,19029,1000320
SARITA COLONIA,2019,UCAYALI,RN,HVB,JULIO,0,0,,,,,,,,1352080
SARITA COLONIA,2019,UCAYALI,RN,HVB,JUNIO,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,2,19029,1235133
SARITA COLONIA,2019,UCAYALI,RN,HVB,MARZO,0,0,,,,,,,,1003216
SARITA COLONIA,2019,UCAYALI,RN,HVB,MAYO,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,2,19029,1030125
SARITA COLONIA,2019,UCAYALI,RN,HVB,NOVIEMBRE,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,3,19029,1813790
SARITA COLONIA,2019,UCAYALI,RN,HVB,OCTUBRE,0,0,,,,,,,,619318
SARITA COLONIA,2019,UCAYALI,RN,HVB,SETIEMBRE,0,0,CORONEL PORTILLO,CAMPOVERDE,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SARITA COLONIA,3,19029,85800
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,ABRIL,33.333333333333336,1,,,,,,,,998497
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,JULIO,0,0,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,MARZO,33.333333333333336,1,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,MAYO,66.66666666666667,2,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,NOVIEMBRE,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,1_ANIO,AMA,SETIEMBRE,100,3,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,AGOSTO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,JULIO,33.333333333333336,1,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,JUNIO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,MARZO,0,0,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,MAYO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,1_ANIO,APO_REF,SETIEMBRE,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,1_ANIO,APT,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,1_ANIO,APT,AGOSTO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,1_ANIO,APT,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,1_ANIO,APT,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,1_ANIO,APT,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,1_ANIO,APT,JULIO,33.333333333333336,1,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,1_ANIO,APT,JUNIO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,1_ANIO,APT,MARZO,0,0,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,1_ANIO,APT,MAYO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,1_ANIO,APT,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,1_ANIO,APT,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,1_ANIO,APT,SETIEMBRE,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,AGOSTO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,ENERO,66.66666666666667,2,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,JULIO,33.333333333333336,1,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,JUNIO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,MARZO,33.333333333333336,1,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,NOVIEMBRE,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,1_ANIO,NEUMO,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,AGOSTO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,JULIO,33.333333333333336,1,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,JUNIO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,MARZO,0,0,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,MAYO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,1_ANIO,SPR,SETIEMBRE,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,ABRIL,33.333333333333336,1,,,,,,,,998497
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,AGOSTO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,ENERO,133.33333333333334,4,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,JULIO,33.333333333333336,1,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,JUNIO,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,MARZO,33.333333333333336,1,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,MAYO,66.66666666666667,2,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,NOVIEMBRE,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,1_ANIO,VARI,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,JULIO,0,0,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,MARZO,0,0,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,NOVIEMBRE,33.333333333333336,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,2_ANIOS,INFLUENZA,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,JULIO,0,0,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,MARZO,0,0,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,3_ANIOS,INFLUENZA,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,DICIEMBRE,2,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,ENERO,0,25,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,JULIO,0,0,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,MARZO,0,0,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,NOVIEMBRE,0,25,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,OCTUBRE,1,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,4_ANIOS,APO2,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,ENERO,25,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,JULIO,0,0,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,MARZO,0,0,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,NOVIEMBRE,25,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,4_ANIOS,DPT2,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1953340
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,924269
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1000320
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,JULIO,0,0,,,,,,,,1352080
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1235133
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,MARZO,0,0,,,,,,,,1003216
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1030125
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,NOVIEMBRE,14.285714285714286,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,1813790
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,OCTUBRE,0,0,,,,,,,,619318
JUVENTUD,2019,UCAYALI,<1_ANIO,APO,SETIEMBRE,14.285714285714286,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,85800
JUVENTUD,2019,UCAYALI,<1_ANIO,PENTA,ABRIL,0,0,,,,,,,,998497
JUVENTUD,2019,UCAYALI,<1_ANIO,PENTA,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,JUVENTUD,1,5690,3650033
